province;red;green;blue;name;x;
4543;99;173;33;Dunemaul_Bone_Wastes_II;;
4544;129;173;33;Dunemaul_Sands_I;;
4545;189;173;33;Dunemaul_Sands_II;;
4546;126;217;69;Sandpath_of_the_Watchers;;
4547;133;75;65;Southmoon_Sands;;
4548;103;75;65;Southmoon_Wastes;;
4549;132;217;234;Watchers_Rest;;
4550;150;142;133;North_Tanaris_Coast;;
4551;106;142;70;Noonshade_Camp;;
4552;156;142;70;Noonshade_Ruins_II;;
4553;186;142;70;Noonshade_Expanse;;
4554;157;142;34;Waterspring_Field_II;;
4555;137;142;100;Wavestrider_Expanse;;
4556;87;75;69;Caverns_Gates;;
4557;137;75;69;Time_Wastes;;
4558;157;75;69;Timeless_Path;;
4559;159;104;161;Timeless_Beach;;
4560;160;181;250;Pillar_Wastes;;
4561;119;248;29;Eastmoon_Ruins_II;;
4562;159;248;29;Eastmoon_Ruins_III;;
4563;100;180;20;The_Infested_Hivenests;;
4564;123;141;80;The_Gasping_Chasm_II;;
4565;153;141;80;The_Gasping_Chasm_III;;
4566;204;169;185;South_Tanatis_Beach;;
4567;80;190;20;Duneshore_III;;
4568;120;190;20;Duneshore_II;;
4569;46;168;34;Tolvir_Port_Market;;
4570;6;168;34;Curse_Landings_Port;;
4571;100;160;20;Duneswept_Camp;;
4572;98;45;247;Sunstone_Coast_I;;
4573;68;45;247;Sunstone_Coast_II;;
4574;103;114;114;Sunstone_Cliffs;;
4575;183;114;114;Sunstone_Sands;;
4576;213;114;114;Sunstone_Approach;;
4577;25;157;177;Hall_of_Origination;;
4578;55;157;177;Seat_of_Magic;;
4579;85;157;177;Seat_of_Life;;
4580;145;157;177;Seat_of_Chaos;;
4581;175;157;177;Seat_of_Radiance;;
4582;205;157;177;Chamber_of_Prophesy;;
4583;235;157;177;The_Vault_of_Lights;;
4584;90;140;20;Dunes_of_Stars_II;;
4585;120;140;20;Dunes_of_Stars_III;;
4586;105;173;114;Pygmy_Barracks;;
4587;185;173;114;Pygmy_Post;;
4588;190;199;104;Precursors_Expanse;;
4589;210;199;104;Tombs_Courtyard;;
4590;73;184;229;Underground_Star_Facilities_I;;
4591;103;184;229;Underground_Star_Facilities_II;;
4592;133;184;229;Obelisk_of_Stars_Entrance;;
4593;146;195;9;Ruins_of_Unending_Cycles_II;;
4594;206;195;9;Ruins_of_Unending_Cycles_III;;
4595;251;159;9;Khartuts_Entrance;;
4596;151;159;9;Uldum_Mountains;;
4597;191;159;9;Khartuts_Fields;;
4598;87;113;150;Oasis_of_the_Fallen_Prophet;;
4599;127;113;150;The_Trappers_Enclave;;
4600;167;113;150;Terrace_of_the_Augurs;;
4601;207;113;150;Sanctum_of_the_South_Wings;;
4602;105;106;158;Akhenet_Fields_II;;
4603;122;69;189;Ramkahen_Port_I;;
4604;192;69;189;Ramkahen_Port_II;;
4605;222;69;189;Ramkahen_Command;;
4606;141;196;56;Shaket_Dunes_II;;
4607;241;196;56;Shaket_Dunes_III;;
4608;83;9;107;Shaket_Wastes_II;;
4609;123;9;107;Shaket_Wastes_III;;
4610;18;142;37;Ramkahen_Sands_II;;
4611;34;168;134;Obelisk_of_the_Moon_Facilities;;
4612;182;132;34;Orsis_Wastes;;
4613;202;132;34;Orsis_Command;;
4614;222;132;34;Orsis_Gates;;
4615;252;132;34;Orsis_City_District;;
4616;79;202;62;Orsis_Knoll_II;;
4617;100;130;20;Akhenet_Shore_II;;
4618;210;115;241;Neferset_City_District;;
4619;240;115;241;Neferset_Barracks;;
4620;77;185;154;Neferset_Beachhead_II;;
4621;41;67;194;Cradle_of_Ancients_Shore;;
4622;81;67;194;Cradles_Oasis;;
4623;182;122;152;Ruins_of_Amon_II;;
4624;103;220;201;Obelisk_of_the_Sun_Heights;;
4625;175;238;32;Schonottz_Camp;;
4626;50;121;112;Dunes_of_the_Sun_II;;
4627;148;202;62;Dunes_of_the_Uldum_II;;
4628;168;202;62;Dunes_of_the_Uldum_III;;
4629;188;202;62;Dunes_of_the_Uldum_IV;;
4630;106;145;169;Sun_Promontory_II;;
4631;136;145;169;Sun_Promontory_III;;
4632;25;183;76;Skittering_Sands_II;;
4633;105;183;76;Skittering_Sands_III;;
4634;201;124;42;Warsong_Lumber_Camp;;
4635;221;124;42;Warsong_Lumber_Command;;
4636;254;124;94;Xavian;;
4637;200;124;94;Satyrnaar_Pass;;
4638;105;124;103;Splintertree_Forests;;
4639;125;124;103;The_DorDanil_Barrow_Den;;
4640;155;124;103;Splintertree_Post;;
4641;157;106;86;Felfire_Hill;;
4642;183;124;63;Fallen_Sky_Lake;;
4643;109;152;93;Silverwing_Grove;;
4644;203;152;89;Bloodtooth_Barracks;;
4645;243;152;89;Bloodtooth_Post;;
4646;201;124;22;Mystral_Lake_Shore;;
4647;208;152;104;The_Howling_Path;;
4648;163;124;56;Night_Run;;
4649;183;124;56;Raynewood_Forest_I;;
4650;213;124;56;Raynewood_Forest_II;;
4651;198;152;54;Greenpaw_Woods;;
4652;228;152;54;Greenpaw_Entrance;;
4653;248;152;54;Greenpaw_Outskirts;;
4654;74;106;39;Iris_Hills_I;;
4655;94;106;39;Iris_Hills_II;;
4656;114;106;39;Iris_Path;;
4657;134;106;39;Iris_Woods;;
4658;132;124;84;South_Ruins_of_Stardust;;
4659;152;124;84;North_Ruins_of_Stardust;;
4660;222;124;84;The_Talondeep_Path_II;;
4661;141;124;68;Forests_of_Astranaar_I;;
4662;161;124;68;East_Astranaar_Valley;;
4663;181;124;68;Forests_of_Astranaar_II;;
4664;201;124;68;Forests_of_Astranaar_III;;
4665;221;124;68;West_Astranaar_Valley;;
4666;130;124;18;Aessinas_Woods;;
4667;160;124;18;Aessinas_Hills;;
4668;210;124;18;Aessinas_Entrance;;
4669;243;168;98;Thistlefur_Village_II;;
4670;87;168;110;Maestras_Woods_I;;
4671;107;168;110;Thistlefur_Woods;;
4672;137;168;110;Maestras_Woods_II;;
4673;157;168;110;Maestras_Pass;;
4674;206;168;36;Zoram_Fields;;
4675;226;168;36;The_Zoram_Strand;;
4676;202;152;84;The_Ruins_of_OrdilAran;;
4677;252;152;84;Bathrans_Haunt;;
4678;191;168;8;Orendil_Woods_I;;
4679;211;168;8;Orendil_Woods_II;;
4680;100;37;32;The_Drowned_Sanctum;;
4681;120;37;32;The_Pools_of_Askar;;
4682;140;37;32;LatharLazal_Isle;;
4683;180;37;32;Ruins_of_LatharLazal;;
4684;200;37;32;Moonshrine_Sanctum;;
4685;152;37;32;The_Masters_Glaive;;
4686;212;37;32;Blackwood_Forest;;
4687;125;37;90;Nazjvel;;
4688;27;37;70;Darkshore_Isle_I;;
4689;57;37;70;Darkshore_Isle_II;;
4690;87;37;70;Grove_Camp;;
4691;117;37;70;Grove_Woods;;
4692;137;37;70;Wildbend_River;;
4693;82;190;20;Orchid_Cliffs;;
4694;163;37;90;Eye_of_the_Vortex;;
4695;193;37;90;Ametharan_Woods;;
4696;253;37;90;Ametharan_Coast;;
4697;106;37;112;Twilight_Path;;
4698;126;37;112;Twilight_Woods_I;;
4699;156;37;112;Twilight_Woods_II;;
4700;185;37;92;Auberdinei_Coast_I;;
4701;205;37;92;The_Long_Wash_Coast;;
4702;255;37;92;Long_Wash_Isle;;
4703;138;37;15;Auberdinei_Port;;
4704;168;37;15;Auberdinei_Woods;;
4705;188;37;15;Auberdinei_Coast_II;;
4706;218;37;15;Auberdinei_Command;;
4707;155;37;18;Bashalaran_Path;;
4708;175;37;18;Bashalaran_Woods;;
4709;182;37;45;Lordanel_Coast;;
4710;202;37;45;Lordanel_Bridge;;
4711;186;37;36;Cliffspring_River;;
4712;206;37;36;Cliffspring_Falls;;
4713;128;37;85;Mists_Edge;;
4714;148;37;85;Mathystras_Excavation_Camp;;
4715;225;37;100;Shatterspear_Vale_II;;
4716;198;37;82;Shatterspear_War_Command_II;;
4717;172;244;70;Morlosaran_Settlement_Ruins_I;;
4718;202;244;70;Morlosaran_Settlement_Ruins_II;;
4719;140;244;70;Deadwood_Gates;;
4720;160;244;70;Deadwood_Village;;
4721;240;244;70;Jadefire_Den_Woods;;
4722;162;244;145;Emerald_Sanctuary_Flying_Point;;
4723;182;244;145;Sanctuary_Woods;;
4724;209;244;128;Shadowlurk_Ridge;;
4725;229;244;128;Constellas_District_Ruins;;
4726;249;244;128;Constellas_Moonwell;;
4727;102;94;121;Shadow_Den;;
4728;102;114;121;Ulathek_Quarters;;
4729;102;134;121;Inner_Shadow_Hold;;
4730;102;154;121;Shadow_Hold_Entrance;;
4731;102;174;121;Jadenaar_Woods;;
4732;102;194;121;Wildheart_Point;;
4733;102;224;121;Shrine_of_the_Deceiver;;
4734;102;254;121;Jadenaar_Districts;;
4735;78;244;3;Bloodvenom_Command;;
4736;138;244;3;Bloodvenom_Falls;;
4737;168;244;3;Bloodvenom_River;;
4738;198;244;3;Bloodvenom_Woods;;
4739;192;219;52;Whisperwind_Grove;;
4740;222;219;52;Whisperwind_Woods;;
4741;252;219;52;Shatter_Woods;;
4742;71;219;60;Jadefire_Barracks;;
4743;101;219;60;Jadefire_Run_Entrance;;
4744;26;219;113;Irontree_Clearing_II;;
4745;56;219;113;Irontree_Clearing_I;;
4746;136;219;113;Irontree_Woods_II;;
4747;209;219;80;Sindwellers_Rise;;
4748;50;100;0;Kings_Square;;
4749;50;110;0;Festival_Lane;;
4750;50;120;0;Market_Row;;
4751;50;130;0;Crusaders_Square;;
4752;50;140;0;The_Gauntlet;;
4753;50;150;0;Royal_Keep;;
4754;50;160;0;Ravening_Shore;;
4755;50;170;0;Fenris_Hovels;;
4756;50;180;0;Fang_Hills;;
4757;50;190;0;Hiji_Delta;;
4758;50;200;0;Pirate_Slums;;
4759;51;100;0;The_Swale;;
4760;51;110;0;Emerald_Thicket;;
4761;51;120;0;Parrot_town;;
4762;51;130;0;Den_of_Treasures;;
4763;51;140;0;Mount_Hiji;;
4764;51;150;0;Waterlogged_Jungle;;
4765;51;160;0;Den_of_the_Cold_Eye;;
4766;20;59;104;Hiji_Lake;;
4767;119;119;147;Dakani_Grove;;
4768;37;37;45;Craggy_Slip;;
4769;78;78;96;Dakani_Falls;;
4770;202;202;249;Blank;;
4771;57;57;68;Blank;;
4772;113;232;208;Mugambala_Point;;
4773;38;79;70;Thump_Grove;;
4774;99;204;181;Blank;;
4775;76;155;139;Blank;;
4776;13;28;25;Thump_Falls;;
4777;51;104;93;Blank;;
4778;118;249;37;Kunza_Jungle;;
4779;68;137;22;Ungol_Jungle;;
4780;55;68;17;Northpoint_Isle;;
4781;34;43;11;Swale_Isles;;
4782;48;85;99;Pluder_Bay_Isle;;
4783;123;219;39;Suntfi_Ruins;;
4784;40;76;13;Axtol_Ruins;;
4785;67;127;21;Axtol_Jungle;;
4786;52;100;0;Forlorn_Tunnel;;
4787;52;110;0;Royal_Archives;;
4788;52;120;0;Seat_of_the_Spider;;
4789;52;130;0;The_Brood_Pits;;
4790;52;140;0;Chambers_of_Corruption;;
4791;52;150;0;Ancient_Tunnels;;
4792;52;160;0;Temple_of_Ahnkahet;;
4793;52;170;0;Shadow_Web_Caverns;;
4794;58;100;0;Botanica;;
4795;58;110;0;Arcatraz;;
4796;58;120;0;Mechanar;;
4797;58;130;0;Mana_Tombs;;
4798;58;140;0;Auchenai_Crypts;;
4799;58;150;0;Sethekk_Halls;;
4800;58;160;0;Shadow_Labyrinth;;
4801;58;170;0;Bloodtalon_Shore;;
4802;58;180;0;Zalazanes_Fall;;
4803;58;190;0;Spitescale_Cove;;
4804;58;200;0;Training_Grounds;;
4805;59;100;0;Atamal_Terrace;;
4806;59;110;0;Ruins_of_Karabor;;
4807;59;120;0;Black_Temple_Approach;;
4808;68;100;0;Oribos;;
4809;68;110;0;Warscarred_Concourse;;
4810;68;120;0;Hallowed_Concourse;;
4811;68;130;0;Drifting_Concourse;;
4812;68;140;0;Veiled_Concourse;;
4813;68;150;0;Concourse_of_Sin;;
4814;68;160;0;Tazavesh;;
4815;68;170;0;Torghast;;
4816;68;180;0;Sanctum_of_Domination;;
4817;68;190;0;Marrows_Coppice;;
4818;68;200;0;Peridition_Hold;;
4819;61;100;0;Crucible_of_the_Damned;;
4820;61;110;0;Veiled_Refuge;;
4821;61;120;0;The_Tremaculum;;
4822;61;130;0;Hungering_Wastes;;
4823;61;140;0;Gorgoa;;
4824;61;150;0;Zovaals_Cauldron;;
4825;61;160;0;Altar_of_Domination;;
4826;61;170;0;Planes_of_Torment;;
4827;61;180;0;Soulstained_Wastes;;
4828;61;190;0;Desmotaeron;;
4829;61;200;0;The_Beastwarrens;;
4830;62;100;0;House_of_Constructs;;
4831;62;110;0;House_of_the_Chosen;;
4832;62;120;0;Theater_of_Pain;;
4833;62;130;0;Seat_of_the_Primus;;
4834;62;140;0;House_of_Plagues;;
4835;62;150;0;House_of_Rituals;;
4836;62;160;0;House_of_Eyes;;
4837;62;170;0;Blighted_Scar;;
4838;62;180;0;Stabbing_Wastes;;
4839;62;190;0;Iron_Trench;;
4840;62;200;0;Edge_of_War;;
4841;63;100;0;Rotting_Mound;;
4842;63;110;0;Burning_Thicket;;
4843;63;120;0;Heros_Rest;;
4844;63;130;0;Elysian_Hold;;
4845;63;140;0;Temple_of_Humility;;
4846;63;150;0;Puritys_Pinnacle;;
4847;63;160;0;Aspirants_Crucible;;
4848;63;170;0;Vestibule_of_Eternity;;
4849;63;180;0;Temple_of_Courage;;
4850;63;190;0;Citadel_of_Loyalty;;
4851;63;200;0;The_Eternal_Forge;;
4852;64;100;0;The_Golden_Pasture;;
4853;64;110;0;Everdawn_Commons;;
4854;64;120;0;Veiled_Enclave;;
4855;64;130;0;Fates_Precipice;;
4856;64;140;0;Sagehaven;;
4857;64;150;0;Tirna_Scithe;;
4858;64;160;0;Root_home;;
4859;64;170;0;Darkreach;;
4860;64;180;0;Heart_of_the_Forest;;
4861;64;190;0;Gormhive;;
4862;64;200;0;Hibernal_Hollow;;
4863;69;100;0;Tirna_Vaal;;
4864;69;110;0;Heartwood_Grove;;
4865;69;120;0;Glitterfall_Basin;;
4866;69;130;0;Dreamsong_Fenn;;
4867;69;140;0;Tirna_Noch;;
4868;69;150;0;Tirna_Kaithe;;
4869;69;160;0;Castle_Nathria;;
4870;69;170;0;Dredhollow;;
4871;69;180;0;The_Banewood;;
4872;69;190;0;Ember_Ward;;
4873;69;200;0;Shrouded_Asylum;;
4874;66;100;0;Sinfall;;
4875;66;110;0;Dominance_Keep;;
4876;66;120;0;Halls_of_Atonement;;
4877;66;130;0;Court_of_the_Harvesters;;
4878;66;140;0;Menagerie_of_the_Master;;
4879;66;150;0;Eternal_Terrace;;
4880;66;160;0;Darkhaven;;
4881;66;170;0;Grand_Palisade;;
4882;66;180;0;Pridefall_Hamlet;;
4883;66;190;0;Chalice_District;;
4884;66;200;0;Charred_Ramparts;;
4885;67;100;0;The_Endmire;;
4886;67;110;0;Caretakers_Manor;;
4887;86;100;0;Riplash_Reef;;
4888;86;110;0;Stormwrecked_Vortex;;
4889;86;120;0;Imperial_Gardens;;
4890;86;130;0;Abyssal_Outpost;;
4891;86;140;0;Brinestone_Caverns;;
4892;86;150;0;Tides_Hollow;;
4893;86;160;0;Broken_Fin_Basin;;
4894;86;170;0;Darkwater_Falls;;
4895;86;180;0;Azshari_Pillars;;
4896;86;190;0;Caverns_of_Azshara;;
4897;86;200;0;Echoing_Hollow;;
4898;81;100;0;The_Turbulent_Reef;;
4899;81;110;0;Wreck_of_the_Dragontooth;;
4900;81;120;0;Royal_Outpost;;
4901;81;130;0;Kelpwater_Ruins;;
4902;81;140;0;Snapjaw_Hollow;;
4903;81;150;0;The_Dusky_Reef;;
4904;81;160;0;Duskwave_Outpost;;
4905;81;170;0;Coralfin_Strand;;
4906;81;180;0;Coralfin_Pillars;;
4907;81;190;0;Suncoil_Pools;;
4908;81;200;0;Suncoil_Ruins;;
4909;82;100;0;Damprock_Crag;;
4910;82;110;0;Kelpthick_Cove;;
4911;82;120;0;Lavaspine_Caverns;;
4912;82;130;0;Pool_of_Horrors;;
4913;82;140;0;Abyssal_Slave_Pen;;
4914;82;150;0;Itixs_Den;;
4915;82;160;0;Abyssal_Chambers;;
4916;82;170;0;Shadowed_Vigil;;
4917;82;180;0;Blackspine_Pits;;
4918;82;190;0;Pleasure_Cavern;;
4919;82;200;0;Pearl_Shoals;;
4920;83;100;0;Murky_Reefs;;
4921;83;110;0;Glimmering_Trench;;
4922;83;120;0;Gorgon_Ruins;;
4923;83;130;0;Serpentine_Ruins;;
4924;83;140;0;Coral_Enclave;;
4925;83;150;0;Silted_Chambers;;
4926;83;160;0;Leviathan_Bones;;
4927;83;170;0;Sirens_Fissure;;
4928;83;180;0;Blackfin_Lair;;
4929;83;190;0;Sea_Witchs_Gardens;;
4930;83;200;0;Murky_Den;;
4931;84;100;0;Razorback_Caverns;;
4932;84;110;0;Saltwater_Depths;;
4933;84;120;0;Highborne_Sanctum;;
4934;84;130;0;Gold_specked_Depths;;
4935;84;140;0;Maries_Call;;
4936;84;150;0;Tidal_Ruins;;
4937;84;160;0;Kraken_Grotto;;
4938;84;170;0;Blackkelp_Forest;;
4939;84;180;0;Krakens_Maw;;
4940;84;190;0;Cove_of_Sorrow;;
4941;84;200;0;Goldbrine_Depths;;
4942;87;100;0;Tidal_Conflux;;
4943;88;100;0;The_Underbrush;;
4944;88;110;0;Smoldering_Crevice;;
4945;88;120;0;Dusklight_Mounds;;
4946;88;130;0;Flamescarred_Valley;;
4947;88;140;0;Longying_Sparring_Arena;;
4948;88;150;0;Osul_Arsenal;;
4949;88;160;0;Yongqi_Camp;;
4950;88;170;0;Yongqi_Ridge;;
4951;88;180;0;Crumbling_Cliffside;;
4952;88;190;0;Ordo_Pass;;
4953;88;200;0;Black_Ox_Terrace;;
4954;89;100;0;Darkhatched_Dens;;
4955;89;110;0;Subterrerean_Chambers;;
4956;89;120;0;Windswept_Rise;;
4957;89;130;0;Fallsong_Commune;;
4958;182;191;55;MorlosAran_Ruins;;
4959;119;41;135;Sethrias_Roost_Camp;;
4960;164;57;186;Sethrias_Cliffside;;
4961;137;52;50;Dark_Troll_Caverns_I;;
4962;160;61;59;Dark_Troll_Caverns_II;;
4963;214;81;79;Dark_Troll_Caves;;
4964;188;71;69;Dark_Troll_Barracks;;
4965;101;165;99;Ascendants_Rise;;
4966;39;63;38;Hyjal_Forest_I;;
4967;132;216;130;Hyjal_Forest_II;;
4968;68;137;15;Sothann_Path;;
4969;24;86;114;Forge_Outskirts;;
4970;27;150;70;Doom_Gates;;
4971;36;201;94;Vigil_Camp;;
4972;159;183;86;Barrow_Dens_Exit;;
4973;70;81;38;The_Scorched_Entrance;;
4974;41;131;196;Hyjal_Forest_III;;
4975;30;97;145;Hyjal_Forest_IV;;
4976;26;239;61;Hyjal_Forest_V;;
4977;15;137;35;Hyjal_Forest_VI;;
4978;13;137;53;Sanctuarys_Outskirts;;
4979;125;132;132;The_Regrowth;;
4980;77;81;81;The_Flamewake;;
4981;163;27;115;The_Inferno;;
4982;107;150;76;Avianas_Path;;
4983;37;81;34;Avianas_Camp;;
4984;6;137;109;Whistling_Grove_Temple;;
4985;9;188;149;Whistling_Grove;;
4986;98;155;48;Vale_of_Cinders;;
4987;106;150;106;Wolfs_Run_II;;
4988;99;140;181;Verdant_Forest;;
4989;29;68;61;Nordrassil_Outskirts_I;;
4990;51;119;106;Nordrassil_Outskirts_II;;
4991;46;148;221;Hyjal_Caverns_I;;
4992;17;160;58;Illidans_Prison;;
4993;12;109;39;Prison_Right_Wing;;
4994;26;239;86;Wardens_Barracks;;
4995;6;58;21;Prison_Left_Wing;;
4996;15;137;49;Barrow_Dens;;
4997;9;86;31;Barskin_Camp;;
4998;3;35;12;Druids_Rest;;
4999;23;176;193;Hyjal_Caverns_II;;
5000;10;81;89;Timbermaw_Caverns_I;;
5001;13;104;114;Timbermaw_Caverns_II;;
5002;115;117;29;Timbermaw_Dungeon_I;;
5003;141;142;35;Timbermaw_Dungeon_II;;
5004;15;137;21;Timbermaw_Dungeon_III;;
5005;3;35;5;Timbermaw_Dungeon_IV;;
5006;88;89;22;Timbermaw_Arsenal;;
5007;244;244;61;Timbermaw_Barracks;;
5008;193;193;48;Timbermaw_Hideout;;
5009;216;219;54;Timbermaw_Caverns_III;;
5010;26;96;10;Darkwhisper_Gorge_I;;
5011;40;147;16;Darkwhisper_Gorge_II;;
5012;20;153;170;Darkwhisper_Gorge_III;;
5013;43;107;181;Dun_Mandarr;;
5014;31;77;130;Mazthoril_Caves;;
5015;117;150;186;Owl_Wing_Woods_I;;
5016;85;109;135;Owl_Wing_Woods_II;;
5017;60;140;134;Ice_Thistle_Hills_II;;
5018;111;124;26;Everlook_Stables;;
5019;6;86;6;Winterfall_Woods;;
5020;39;73;14;Keltheril_Ruins;;
5021;98;81;63;Hyjal_Caverns_III;;
5022;130;6;123;Moon_Horror_Den;;
5023;99;221;37;Glacial_Hills;;
5024;76;170;29;Glacial_Wastes;;
5025;46;109;65;Snowfoot_Woods_I;;
5026;67;160;95;Snowfoot_Woods_II;;
5027;163;62;158;Frostsaber_Nests;;
5028;31;76;12;Starfall_Village;;
5029;183;28;14;Keltheril_Approach;;
5030;60;47;124;Frostfire_Hills;;
5031;35;28;73;Timbermaw_Woods;;
5032;99;81;102;Winterspring_Forests_I;;
5033;49;40;51;Winterspring_Forests_II;;
5034;20;34;127;Hiddel_Crossing_I;;
5035;32;55;204;Hidden_Lake;;
5036;28;48;178;Hidden_Lake_Beach;;
5037;24;41;153;Hidden_Woods;;
5038;16;27;102;Hidden_Crossing_II;;
5039;78;119;146;Winterfall_Crossroads;;
5040;65;73;22;Hataeras_Clutch;;
5041;51;68;17;Storm_Isles;;
5042;156;178;89;Sable_Rigdge;;
5043;71;158;25;The_Shattered_Strand;;
5044;39;209;56;Bitter_Woods;;
5045;34;183;49;Bitter_Reaches_Camp;;
5046;15;81;22;Arcane_Pinnacle;;
5047;124;255;146;Legashi_Woods;;
5048;39;81;46;Northern_Rocketway_Exchange;;
5049;26;96;18;Darnassian_Base_Camp;;
5050;53;198;37;Ursolan_Woods;;
5051;19;71;13;Seashell_Canyon;;
5052;129;183;67;Ursolan_Coast;;
5053;52;107;77;Timbermaw_Hold_Exit;;
5054;96;183;89;Shattered_Strand_II;;
5055;122;234;114;Shattered_Strand_III;;
5056;109;209;102;Shattered_Strand_IV;;
5057;2;56;31;Eldarath_Woods_I;;
5058;7;183;104;Eldarath_Woods_II;;
5059;39;56;10;Mountainfoot_Strip_Mine;;
5060;95;168;149;Talrendis_Point;;
5061;15;66;49;Azsharan_forest_II;;
5062;34;38;5;Forlorn_Ridge_II;;
5063;82;91;13;Forlorn_Ridge_III;;
5064;151;168;25;Azshara_Crate_I;;
5065;174;193;29;Azshara_Crate_II;;
5066;59;66;9;Azshara_Crate_III;;
5067;42;142;46;Lake_Mennar;;
5068;19;66;21;The_Secret_Lab;;
5069;65;99;25;Southridge_Beach_II;;
5070;31;48;12;Southridge_Cliffs;;
5071;62;91;12;Azshara_Woods_II;;
5072;97;142;19;Southern_Rocketway_Terminus;;
5073;45;66;9;The_Ruined_Cliffs;;
5074;34;99;63;The_Ruined_Cliffs_II;;
5075;13;186;102;Lost_Beach_I;;
5076;9;135;74;Lost_Beach_II;;
5077;122;49;13;Lost_Beach_III;;
5078;19;14;56;Lost_Beach_IV;;
5079;105;53;178;Hatecoil_Encampment;;
5080;120;61;204;Deapbeards_Grove;;
5081;135;68;229;Shipwreak_Shoals;;
5082;144;188;41;Pit_of_Malinoth;;
5083;156;160;44;Wardens_West_Tower;;
5084;131;135;37;Wardens_Redoubt;;
5085;99;10;150;Vault_of_the_Watchers;;
5086;65;6;99;Watchers_Aerie;;
5087;181;221;168;Bleak_Hills_Mine;;
5088;54;188;175;Waycrest_Manor;;
5089;137;83;224;Upper_Corlain;;
5090;121;73;198;Watchmans_Rise;;
5091;106;64;173;Aroms_Stand;;
5092;99;43;82;Anyport;;
5093;48;21;40;Falconhurst;;
5094;62;94;72;Iceveil_Glacier;;
5095;42;53;49;Timbered_Strand;;
5096;63;79;73;Gol_Koval;;
5097;119;118;119;Alpine_Rise;;
5098;94;93;94;Glenbrook_Homestead;;
5099;130;45;93;Smugglers_Run;;
5100;61;17;40;Sweetes_Booty;;
5101;9;165;17;Eastpoint_Station;;
5102;198;144;35;Ashvane_Foundry;;
5103;29;144;153;Hatherford;;
5104;124;57;118;Tidewater_Sanctum;;
5105;150;69;142;Crucible_of_Storms;;
5106;101;124;17;Honeyback_Hatchery;;
5107;130;85;92;Gale_Rest;;
5108;79;52;56;Salstone_Mine;;
5109;188;112;18;The_Brineworks;;
5110;132;26;21;Drowned_Lands;;
5111;145;18;21;Brennadam;;
5112;113;15;137;Addington_Shipyards;;
5113;92;12;112;Mildenhall_Meadery;;
5114;134;17;163;Rolling_Hills;;
5115;56;170;109;Millstone_Hamlet;;
5116;158;196;94;Norwington_Stables;;
5117;138;170;82;Norwington;;
5118;102;150;163;Widows_Peak;;
5119;79;14;12;Brennadam_Outskirts;;
5120;209;42;33;Deadwash;;
5121;69;101;109;Briaback_Kraul;;
5122;36;54;58;Amber_Waves;;
5123;80;142;0;Draconic_Shore_II;;
5124;50;89;0;Draconic_Shore_III;;
5125;31;61;0;Azure_Span_Coast;;
5126;57;112;0;Lonely_Falls_Shore;;
5127;44;86;0;Lonely_Falls_Coast;;
5128;71;137;0;Camp_Nowhere;;
5129;97;188;0;Ruins_of_Karnthar;;
5130;84;163;0;Mulsteds_Marquee;;
5131;84;158;0;Imbu_Shore;;
5132;84;168;0;Lonely_Falls;;
5133;94;154;50;Rustpine_Den;;
5134;96;193;0;Rustpine_Woods;;
5135;99;198;0;East_Timbertooth_Trail;;
5136;86;178;0;Imbu_Riverside;;
5137;98;204;0;Imbu_Hills;;
5138;64;137;0;Imbu_Shore_II;;
5139;88;188;0;Azure_Span_Coast_II;;
5140;99;214;0;South_Kauriq_Gleamlet;;
5141;181;171;43;Azure_Span_Coast_III;;
5142;206;196;49;Azure_Span_Approach;;
5143;101;209;0;Azure_Span_Island_II;;
5144;51;47;12;Azure_Expanse;;
5145;76;71;18;Archive_Grounds;;
5146;130;123;31;The_Conjured_Inn;;
5147;102;95;24;Archive_Grounds_II;;
5148;155;147;37;Azure_Archives;;
5149;147;53;54;Blank;;
5150;170;174;116;Creektooth_Den;;
5151;194;198;133;Gutshots_Overlook;;
5152;219;224;150;Three_Falls_Lookout;;
5153;244;249;167;Drake_Hatchery;;
5154;144;147;99;Kargpaws_Den;;
5155;117;119;81;Big_Tree_Woods;;
5156;92;94;64;Big_Tree_Woods_II;;
5157;115;255;0;Forkriver_Crossing;;
5158;19;20;13;Drake_Eyes_Pond;;
5159;67;68;46;Darktooth_Pond;;
5160;44;45;30;Denkeeper_Wooods;;
5161;54;112;0;Waterhole_Woods;;
5162;78;163;0;Traitors_Rest;;
5163;76;147;0;Iskaara_Riverside;;
5164;89;173;0;Iskaara_outskirts;;
5165;102;198;0;Whalers_Nook;;
5166;129;249;0;South_Gorloc_Shore;;
5167;103;193;0;Lost_Kanniak;;
5168;89;168;0;The_Rotwood;;
5169;76;142;0;Tower_of_Iskhdormi;;
5170;147;188;0;Brackenhide_Outskirts;;
5171;167;215;0;Brackenhide_Brumbles;;
5172;148;193;0;Zelthrak_Outpost;;
5173;129;168;0;Kauriq_Expanse;;
5174;130;153;0;Snowhide_Camp;;
5175;173;204;0;Snowhide_Lake_Site;;
5176;151;178;0;Snohide_Outskirts;;
5177;191;239;0;Azure_Expanse_III;;
5178;170;209;0;Azure_Expanse_IV;;
5179;129;158;0;Devourer_Point;;
5180;149;183;0;Azure_Expanse_VII;;
5181;39;43;0;Azure_Expanse_VIII;;
5182;86;94;0;Azure_Expanse_IX;;
